,Tweet_punct,Emotions
2760,"daily update covidindia  bihar delhi maharashtra and up

delhi and maharashtra have higher death rates

pmoindia sanjeevsanyal arvindkejriwal authackeray nitishkumar myogiadityanath mohfwindia drharshvardhan httpstcogndyaag",0
2761,"something not right
come have checkup
httpstcokzkscgspl 
emeralddental dentalhealth 
safetyfirstalways covidindia
doctors medical smile perodontics orthodontics dentalanatomy family pedodontics prosthodontic  oralpathology oralmedicine sensitive ida ada httpstcoyfmeqsxnwl",1
2762, active cases reported in the last  hrs in india stay updated coronavirus stats in india with mapmyindia covid guide on mapmyindia move app covid coronavirusupdate covidoutbreak covid covidindia coronavirus httpstcoakdybysf,0
2763,woke people keep your scepticism under a mask covidindia covidiots wearamask karen woke youth pandemic conspiracytheories lockdown openuptheindustry frontlineworkers medical vaccine trust germs cartoon humour transmission jobs unemployment economy httpstcoyedxvegdc,0
2764,"cmofkarnataka bsybjp karantakafightscorona
covidindia 
total districts where recovered gt active cases                    
total districts where active cases gt recovered                    ",0
2765,happening tomorrow on msmeday virtual conclave on reviving indian msmes from covidindia impact registrations through httpstcopyrvglgpn uninindia unido smeforumindia httpstcotffervt,0
2766,"status of covid cases in india as on june   
active cases  
recovered  
deceased  
stay updated with mapmyindia covid guide at httpstcovvqstjreel covid coronavirusupdate covidoutbreak covid covidindia coronavirus httpstcoctqgjnq",0
2767,and to your suprise ctet got postponed which was going to be held on th july  but no action has been yet taken for gat b  which will be on th june  seems like students life worth less or not at all postponegatbandbet covidindia covidchennai httpstcoemcoibae,0
2768,"yogiadityanath  lucknowuniversity bjp aajtak ndtv zeenews education covid crona covidindia
very sad in this covid situation lucknow university decided to conduct exam for the thousands of students who live in all over india semester exams is important than life  httpstcofzgqyphj",0
2769,"covid life must go on httpstcowacofkdv via launchora 
covid covidiots covidindia coronaviruspandemic coronavirusindia coronavirusinindia story storytime storytimethread fiction faithgame faith faith prayer prayers law godwins",1
2770,ok just catching up has amitshah locked up babaramdev already he should na covidindia,0
2771,📷photooftheday a waiter wearing a protective face mask serves customers at the cafe ekante restaurant after authorities eased covid lockdown restrictions on the outskirts of kolkata india june   httpstcomyoereotd covidindia httpstcohhxbhr,1
2772,"sh ss deswal dg itbp will visit the radha soami covid care center chhatarpur new delhi to see the itbp medical and administration teams at  hrs today itbp is ready with the team of doctors to operate the biggest covid care centre
covidindia 
itbpofficial",0
2773,"here are the latest updates vohcovidtracker



voiceofhealth coronavirus coronavirusindia covid coronavirusoutbreak⚠ corona covid covid coronanews covidindia covidnews pandemic… httpstcooiqaquzrm",0
2774,appreciable gesture drrpnishank  we want the same clarity on jeemain amp neet  as mentioned above please issue the guidelines for the said exams respective of covidindia  dgnta httpstcoicvcdqjbcv,0
2775,"highest singleday spike of  and  deaths new positive cases reported in india in the last  hourspositive cases in india stand at  including  active cases  recovered amp  deaths

covidindia coronaupdates coronavirusindia covid",0
2776,"timesofindia effect depends on person to person geography to geography
beyond doubt its a path breaking which produces results

covidindia
covidisgettingcloser
coronaupdatesinindia
tough questions
coronaupdate
coronaupdatesinindia
corona
resultsunleashed",0
2777,i m shortlisted for ssb interview indiaarmy this important aspect of my future has been postponed due to this pandemic covidindia the government the public the authorities are all having their hands together savegtustudents masspromotiongtu,1
2778,"distracted by nonsense 
covidindia paidmedia failedleadership failedgovernment httpstcoadbhtksa",0
2779,narendramodi very good initiative of yours sirwe are satisfied for your response towards the nation and its peoples there is no other world leader addressing the problem as directly as he is or rooted the dharmic temples for free from covidindia ,1
2780,"is the way to protect environment by allowing projects without consulting public public elected you not by yourself narendramodi cmotamilnadu bjp pmoindia covidindia
httpstcojlvpvdh",0
2781,"initiativegodhan nyay yojana’ to be launched in chhattisgarh to promote environment conservation

bhupeshbaghel chhattisgarhcmo ruchirjgarg sinhataran tamradhwajsahu 
garibkalyanrojgarabhiyaan covidindia coronaupdatesinindia  httpstcocviqidqq",0
2782,"conversation with a ca student who is tested covid positive 

link  httpstconnavzmgdvh

icaiexams caexams postponecaexamtillnov caexam covid covidindia",1
2783,"httpstcotzojwx
india sees highest daily jump of  covid cases recovery rate at 
indiafightscorona covidindia coronaupdatesinindia covid covid covidupdates",0
2784,"mp pradip hrdministry narendramodi amitshah smritiirani it is non performing boot licking yes sir ppl that have lead to many good decisions taken by narendramodi going wrong including the overdone covidindia lockdown 

watch which experts pm consulted  httpstcoupvmxxmezo",0
2785,"harsh pradip tiinexile hrdministry swamy agree to this  it is non performing boot licking yes sir ppl that have lead to many good decisions taken by narendramodi going wrong including the overdone covidindia lockdown 

watch lost opportunities  httpstcoukskdedn",0
2786,"why coronil medicines stopped by govt no side affect no loss of life then
why it is stop to sell

covidisgettingcloser 
covidindia 
covidchennai 
covidupdates 

pmoindia",0
2787,"raghunathbhara pradip hrdministry tiinexile agree to this  it is non performing boot licking yes sir ppl that have lead to many good decisions taken by narendramodi going wrong including the overdone covidindia lockdown 

watch lost opportunities  httpstcoukskdedn",0
2788,"sabymaity pradip hrdministry rajeevmalhotra tiinexile agree to this  it is non performing boot licking yes sir ppl that have lead to many good decisions taken by narendramodi going wrong including the overdone covidindia lockdown 

watch lost opportunities  httpstcoukskdedn",0
2789,"stay safe
please have a look important and please circulate
covidisgettingcloser
covid
covidindia
awareness
preventionisbetterthancure",0
2790,"i think we indians have good immunity which is the major reason for comparitively less death rate compared to other nations because we have good immunity boosters in our food that we intake
kudos to ginger garlic and turmeric😛
covidindia",0
2791,"covidindia 
warmachine imdha video pathiya bro😂 httpstcovsgdueq",0
2792,"stay safe
please have a look important and please circulate
covidisgettingcloser
covid
covidindia
awareness
preventionisbetterthancure
pathakjiabvp
indiaankita
gheluahir
brandravi
rkv
studentsbihar
rajputramesh
rishibagree
shuklapinku httpstcoeaplrojqxm",0
2793,"jhashyam pradip hrdministry drrpnishank prakashjavdekar rsprasad shripadynaik yogrishiramdev moayush agree to this  it is non performing boot licking yes sir ppl that have lead to many good decisions taken by narendramodi going wrong including the overdone covidindia lockdown 

pmoindia has to keep changing motives and guidelines because of mismanagement",0
2794,"listen to a public health expert
covidindia httpstcoqmgowpyun",1
2795, 😨😱 highest ever daily increase in covid cases in india covidindia httpstcoxdhiiebv httpstcosaezqekxa,0
2796,"supremecourt also gave a goahead to the scheme to award marks to students for the cancelled papers scheduled to be held in july
cbse exams health covidindia 

read the report here httpstcoabqqphosk 👇👇",0
2797,globaltimesnews all thanks to ucovidindia,1
2798,from icicibank website in short never get motivated by free word  phishing cybercrimealert covidindia httpstcownwhvvcjtz,0
2799," remembering the  persons we lost to covid 

tamilnaducoronaupdate maharashtrafightscorona delhifightscorona indiafightscorona coronavirusupdates telangana covidindia coronavirusoutbreak covid india",0
2800,"use swadeshi products
 shagun means swadeshi 

shagunhandsanitizer
keepclean and stayathome
for inquiry     httpstcocxmkfwesn
aatmanirbharbharatabhiyan sanitizers coronavirus vocallocal vocalforlocal
covidindia  handsanitizerspray httpstcohenogqd",0
2801,tahsildar balamurugan came across an epass application for traveling to cuddalore on grounds of marriagethe aadhar card of the applicant the bridetobe herself showed that she was born in he grew suspicious and eventually averted a child marriage covidindia httpstconjtgjafunb,0
2802,"who knew a virus would come to rescue so many families that go to a lifetime debt to get their daughters married

lockdownwedding covidindia 
weddingseason",0
2803,"senior citizens and persons with comorbidities are at higher risk of contracting covid 

staysafestayhealthy seniors seniorcitizens covidindia pcmccovidupdates coronaviruspandemic httpstcovcboupn",0
2804,"people in india elected mps and mlas not  to tell corona count daily without shame we need solution for this you guys do not have any innovative knowledge in controlling corona simply telling corona count on daily basis
narendramodi cmotamilnadu bjp pmoindia covidindia",0
